,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.020523786544799805,0.014234419205839241,0.002841472625732422,0.0007912503532535383,0.01,linear,,"{'C': 0.01, 'kernel': 'linear'}",0.5714285714285714,0.42857142857142855,0.47619047619047616,0.5238095238095238,0.5714285714285714,0.5142857142857142,0.05553287518900286,18
1,0.32445569038391114,0.2707867449331039,0.002550172805786133,0.00048322070151637057,0.1,linear,,"{'C': 0.1, 'kernel': 'linear'}",0.7142857142857143,0.5714285714285714,0.5238095238095238,0.5714285714285714,0.6190476190476191,0.5999999999999999,0.06459361888690732,6
2,1.611898374557495,0.9340106423475585,0.001981782913208008,0.00020089882317320484,1,linear,,"{'C': 1, 'kernel': 'linear'}",0.6666666666666666,0.6190476190476191,0.5238095238095238,0.5714285714285714,0.6190476190476191,0.5999999999999999,0.04856209060564556,6
3,20.62601809501648,13.464928524674002,0.001897907257080078,5.642307525978529e-05,10,linear,,"{'C': 10, 'kernel': 'linear'}",0.6190476190476191,0.47619047619047616,0.5714285714285714,0.5238095238095238,0.6666666666666666,0.5714285714285714,0.06734350297014738,9
4,0.0024018287658691406,7.74109549978162e-05,0.0016600131988525391,3.080995395421635e-05,0.01,rbf,0.01,"{'C': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",0.6190476190476191,0.6190476190476191,0.6666666666666666,0.47619047619047616,0.47619047619047616,0.5714285714285714,0.07968190728895957,9
5,0.0023461341857910155,8.019213072519255e-05,0.0017798423767089843,0.0002600588900428865,0.01,rbf,0.1,"{'C': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",0.5238095238095238,0.5714285714285714,0.7619047619047619,0.47619047619047616,0.47619047619047616,0.5619047619047619,0.10605265453009564,12
6,0.002416372299194336,0.00014184675243472973,0.0018024921417236328,0.00027520219422970876,0.01,rbf,1,"{'C': 0.01, 'gamma': 1, 'kernel': 'rbf'}",0.47619047619047616,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.47619047619047616,0.5142857142857143,0.055532875189002885,16
7,0.0023358821868896484,5.976171778051187e-05,0.0016463279724121093,5.845008345006276e-05,0.01,rbf,10,"{'C': 0.01, 'gamma': 10, 'kernel': 'rbf'}",0.47619047619047616,0.5238095238095238,0.5714285714285714,0.47619047619047616,0.47619047619047616,0.5047619047619047,0.0380952380952381,19
8,0.003855609893798828,0.0013197089657032055,0.0029890060424804686,0.0010506554178534501,0.1,rbf,0.01,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.6190476190476191,0.6190476190476191,0.6666666666666666,0.47619047619047616,0.47619047619047616,0.5714285714285714,0.07968190728895957,9
9,0.0032845020294189455,0.0007113424282662282,0.002048349380493164,0.00010971924575370743,0.1,rbf,0.1,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5238095238095238,0.5714285714285714,0.7619047619047619,0.47619047619047616,0.47619047619047616,0.5619047619047619,0.10605265453009564,12
10,0.002679729461669922,5.602108116676508e-05,0.0020147323608398437,0.0001474200203150684,0.1,rbf,1,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.47619047619047616,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.47619047619047616,0.5142857142857143,0.055532875189002885,16
11,0.0034360885620117188,0.0006636517231071762,0.0026620864868164063,0.0004173560259427477,0.1,rbf,10,"{'C': 0.1, 'gamma': 10, 'kernel': 'rbf'}",0.47619047619047616,0.5238095238095238,0.5714285714285714,0.47619047619047616,0.47619047619047616,0.5047619047619047,0.0380952380952381,19
12,0.0031815052032470705,0.0003415705219253582,0.0024277687072753905,0.00043606345934455403,1,rbf,0.01,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.6666666666666666,0.6190476190476191,0.6666666666666666,0.5238095238095238,0.47619047619047616,0.5904761904761904,0.07737179432986628,8
13,0.0040895938873291016,0.00039896093351941245,0.002878093719482422,0.0004902940341722277,1,rbf,0.1,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6190476190476191,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.5238095238095238,0.619047619047619,0.06734350297014738,5
14,0.003168058395385742,0.0006186615910333874,0.0024561405181884764,0.0005694263164890066,1,rbf,1,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.5714285714285714,0.5238095238095238,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.6285714285714287,0.0761904761904762,1
15,0.004081249237060547,0.00023535887064867492,0.002931690216064453,0.00027714276916370525,1,rbf,10,"{'C': 1, 'gamma': 10, 'kernel': 'rbf'}",0.5238095238095238,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.47619047619047616,0.5238095238095238,0.05216405309573012,14
16,0.003537273406982422,0.0006129612229507712,0.0023279666900634767,0.000439330633836109,10,rbf,0.01,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.6666666666666666,0.6190476190476191,0.7619047619047619,0.5714285714285714,0.5238095238095238,0.6285714285714284,0.08192690730516786,3
17,0.0036545753479003905,0.0004628215847048756,0.0026109695434570314,0.0003566050653733532,10,rbf,0.1,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.6190476190476191,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.6285714285714284,0.05553287518900288,3
18,0.0036626815795898437,0.0004855753991604201,0.0024299144744873045,0.00037146029023195994,10,rbf,1,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.5714285714285714,0.5238095238095238,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.6285714285714287,0.0761904761904762,1
19,0.003778553009033203,6.450702705395414e-05,0.002741432189941406,5.538142852264983e-05,10,rbf,10,"{'C': 10, 'gamma': 10, 'kernel': 'rbf'}",0.5238095238095238,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.47619047619047616,0.5238095238095238,0.05216405309573012,14
